"","index","status","cust.Investment.Potential.Score","predictions"
"1623",2623,"None",3,"None"
"1624",2624,"None",4.3,"B"
"1625",2625,"None",4.5,"None"
"1626",2626,"None",2.4,"None"
"1627",2627,"None",2.2,"None"
"1628",2628,"None",2,"None"
"1629",2629,"None",3.3,"None"
"1630",2630,"None",2.7,"None"
"1631",2631,"None",3.2,"None"
"1632",2632,"None",3,"None"
"1633",2633,"None",3.5,"None"
"1634",2634,"None",4.5,"None"
"1635",2635,"None",2.8,"None"
"1636",2636,"None",4.2,"None"
"1637",2637,"None",3.8,"None"
"1638",2638,"None",4,"None"
"1639",2639,"None",2.6,"None"
"1640",2640,"A",4.4,"None"
"1641",2641,"None",3.6,"None"
"1642",2642,"None",2.3,"None"
"1643",2643,"None",3.6,"None"
"1644",2644,"None",3.9,"None"
"1645",2645,"None",2.8,"None"
"1646",2646,"A",2.4,"None"
"1647",2647,"None",2.2,"None"
"1648",2648,"None",3.6,"None"
"1649",2649,"None",2.6,"None"
"1650",2650,"None",2.8,"None"
"1651",2651,"None",3,"None"
"1652",2652,"None",3.2,"None"
"1653",2653,"None",2.2,"None"
"1654",2654,"None",2.8,"None"
"1655",2655,"None",2.8,"None"
"1656",2656,"None",3.2,"None"
"1657",2657,"None",3.9,"None"
"1658",2658,"B",5.3,"None"
"1659",2659,"None",2.8,"None"
"1660",2660,"None",2.9,"None"
"1661",2661,"None",2.6,"None"
"1662",2662,"A",3.1,"None"
"1663",2663,"None",2.5,"None"
"1664",2664,"None",2.8,"None"
"1665",2665,"B",4.5,"None"
"1666",2666,"A",2.9,"None"
"1667",2667,"None",3.8,"A"
"1668",2668,"None",2.6,"None"
"1669",2669,"None",2.5,"None"
"1670",2670,"A",2.9,"None"
"1671",2671,"None",3,"None"
"1672",2672,"None",3.3,"None"
"1673",2673,"None",4.4,"None"
"1674",2674,"None",2.8,"None"
"1675",2675,"None",2.8,"None"
"1676",2676,"None",2.5,"None"
"1677",2677,"B",2.8,"None"
"1678",2678,"None",3.2,"None"
"1679",2679,"None",2.5,"None"
"1680",2680,"None",3.8,"None"
"1681",2681,"None",4.4,"None"
"1682",2682,"None",4,"None"
"1683",2683,"None",3,"None"
"1684",2684,"None",2.9,"None"
"1685",2685,"B",4.1,"None"
"1686",2686,"None",4.2,"None"
"1687",2687,"A",3.4,"None"
"1688",2688,"None",2.9,"None"
"1689",2689,"None",4.5,"None"
"1690",2690,"None",3.7,"None"
"1691",2691,"None",3.4,"None"
"1692",2692,"None",4.8,"None"
"1693",2693,"None",2.3,"None"
"1694",2694,"None",3.4,"None"
"1695",2695,"None",3.6,"None"
"1696",2696,"None",2.9,"None"
"1697",2697,"None",4.4,"None"
"1698",2698,"None",3.9,"None"
"1699",2699,"None",3.7,"None"
"1700",2700,"None",3.6,"None"
"1701",2701,"None",3.8,"None"
"1702",2702,"None",3.6,"None"
"1703",2703,"None",3.4,"None"
"1704",2704,"None",3.3,"B"
"1705",2705,"None",3.6,"None"
"1706",2706,"None",3.6,"None"
"1707",2707,"None",3.7,"None"
"1708",2708,"None",4.1,"None"
"1709",2709,"None",3.9,"None"
"1710",2710,"A",2.9,"None"
"1711",2711,"None",2.3,"A"
"1712",2712,"None",4.8,"None"
"1713",2713,"None",3.3,"None"
"1714",2714,"None",2.6,"None"
"1715",2715,"None",2.5,"None"
"1716",2716,"A",3,"None"
"1717",2717,"B",2.9,"None"
"1718",2718,"None",6.1,"None"
"1719",2719,"None",2.3,"None"
"1720",2720,"None",4.4,"None"
"1721",2721,"None",3.3,"None"
"1722",2722,"None",2.1,"None"
"1723",2723,"None",2.8,"None"
"1724",2724,"None",2.9,"None"
"1725",2725,"None",2,"A"
"1726",2726,"None",4.2,"None"
"1727",2727,"None",5.4,"None"
"1728",2728,"None",3.5,"None"
"1729",2729,"None",3.2,"None"
"1730",2730,"A",4.2,"None"
"1731",2731,"None",2.9,"None"
"1732",2732,"A",4.4,"None"
"1733",2733,"None",3.7,"None"
"1734",2734,"None",3,"None"
"1735",2735,"None",2.6,"None"
"1736",2736,"None",2.8,"None"
"1737",2737,"None",3.8,"None"
"1738",2738,"None",3.5,"None"
"1739",2739,"None",4.4,"None"
"1740",2740,"None",2,"None"
"1741",2741,"None",2.6,"None"
"1742",2742,"None",3.5,"None"
"1743",2743,"None",3.6,"None"
"1744",2744,"None",4.7,"None"
"1745",2745,"None",5.2,"None"
"1746",2746,"None",4.2,"None"
"1747",2747,"None",3.3,"None"
"1748",2748,"A",3.6,"None"
"1749",2749,"None",3.8,"B"
"1750",2750,"None",5,"None"
"1751",2751,"None",2.6,"None"
"1752",2752,"None",2.5,"None"
"1753",2753,"None",3.4,"None"
"1754",2754,"None",2.3,"None"
"1755",2755,"None",3.7,"None"
"1756",2756,"None",3.5,"None"
"1757",2757,"None",4.3,"None"
"1758",2758,"None",1.9,"None"
"1759",2759,"None",2.7,"None"
"1760",2760,"None",4.1,"None"
"1761",2761,"None",4.2,"None"
"1762",2762,"A",4.2,"A"
"1763",2763,"None",5,"None"
"1764",2764,"A",4,"None"
"1765",2765,"None",3.5,"None"
"1766",2766,"None",2.6,"None"
"1767",2767,"None",2.3,"None"
"1768",2768,"None",4.2,"None"
"1769",2769,"None",3.1,"None"
"1770",2770,"None",3.3,"None"
"1771",2771,"None",3,"None"
"1772",2772,"None",2.6,"None"
"1773",2773,"None",2.9,"None"
"1774",2774,"None",3.2,"None"
"1775",2775,"None",3.5,"None"
"1776",2776,"None",3.6,"None"
"1777",2777,"None",4.3,"None"
"1778",2778,"B",4.8,"B"
"1779",2779,"None",2.7,"None"
"1780",2780,"B",3.4,"None"
"1781",2781,"None",3.1,"None"
"1782",2782,"None",4.2,"None"
"1783",2783,"None",3.5,"None"
"1784",2784,"None",2.5,"None"
"1785",2785,"None",4.1,"None"
"1786",2786,"A",2.9,"None"
"1787",2787,"None",2.3,"None"
"1788",2788,"None",3.8,"None"
"1789",2789,"A",3.4,"None"
"1790",2790,"A",4.7,"None"
"1791",2791,"None",3.3,"None"
"1792",2792,"None",4,"None"
"1793",2793,"A",3,"None"
"1794",2794,"None",3.4,"None"
"1795",2795,"None",5.8,"None"
"1796",2796,"None",3.1,"None"
"1797",2797,"None",2.5,"None"
"1798",2798,"None",2.8,"None"
"1799",2799,"None",2.4,"None"
"1800",2800,"None",4.5,"None"
"1801",2801,"B",3,"None"
"1802",2802,"None",4.5,"None"
"1803",2803,"B",3.6,"None"
"1804",2804,"None",3.2,"None"
"1805",2805,"None",3.8,"A"
"1806",2806,"None",3.1,"None"
"1807",2807,"None",3.3,"None"
"1808",2808,"A",3.4,"None"
"1809",2809,"None",3,"None"
"1810",2810,"None",2.6,"None"
"1811",2811,"B",3,"None"
"1812",2812,"None",2.7,"None"
"1813",2813,"A",2.7,"None"
"1814",2814,"None",4,"None"
"1815",2815,"B",2.7,"None"
"1816",2816,"None",4.6,"None"
"1817",2817,"None",2.3,"None"
"1818",2818,"A",2.7,"None"
"1819",2819,"None",2.9,"None"
"1820",2820,"None",2.4,"None"
"1821",2821,"None",4.5,"None"
"1822",2822,"None",4.6,"A"
"1823",2823,"None",3.1,"None"
"1824",2824,"None",3.2,"None"
"1825",2825,"None",2.6,"None"
"1826",2826,"B",4.7,"None"
"1827",2827,"None",5,"None"
"1828",2828,"None",4.2,"None"
"1829",2829,"None",5.2,"None"
"1830",2830,"None",3.3,"None"
"1831",2831,"None",3.7,"A"
"1832",2832,"A",3.7,"A"
"1833",2833,"None",5,"None"
"1834",2834,"None",2.8,"None"
"1835",2835,"None",2.8,"None"
"1836",2836,"None",3,"None"
"1837",2837,"None",2.9,"None"
"1838",2838,"B",2.1,"B"
"1839",2839,"None",2.3,"None"
"1840",2840,"None",2,"None"
"1841",2841,"A",3.8,"None"
"1842",2842,"None",2.9,"A"
"1843",2843,"A",2.7,"None"
"1844",2844,"None",2.6,"None"
"1845",2845,"None",3.3,"None"
"1846",2846,"None",3.1,"None"
"1847",2847,"B",3.5,"None"
"1848",2848,"None",3.8,"A"
"1849",2849,"None",2.9,"None"
"1850",2850,"None",3.5,"None"
"1851",2851,"A",3,"None"
"1852",2852,"None",2.7,"None"
"1853",2853,"None",2.7,"None"
"1854",2854,"None",3.1,"None"
"1855",2855,"None",2.5,"None"
"1856",2856,"None",5.7,"None"
"1857",2857,"A",3.7,"None"
"1858",2858,"None",4.1,"None"
"1859",2859,"None",4.2,"None"
"1860",2860,"None",2.7,"None"
"1861",2861,"None",4.7,"None"
"1862",2862,"None",2.5,"None"
"1863",2863,"B",3.2,"None"
"1864",2864,"None",3.3,"None"
"1865",2865,"None",2,"None"
"1866",2866,"None",3.2,"None"
"1867",2867,"None",4.3,"None"
"1868",2868,"None",5.1,"None"
"1869",2869,"None",2.5,"None"
"1870",2870,"None",2.9,"None"
"1871",2871,"None",3,"None"
"1872",2872,"None",3.1,"None"
"1873",2873,"None",2.4,"None"
"1874",2874,"None",2.3,"None"
"1875",2875,"None",2.8,"None"
"1876",2876,"None",4.1,"None"
"1877",2877,"None",3.7,"None"
"1878",2878,"None",4.2,"None"
"1879",2879,"None",3.2,"None"
"1880",2880,"A",2.7,"None"
"1881",2881,"None",3.1,"A"
"1882",2882,"None",4.8,"A"
"1883",2883,"None",4.4,"None"
"1884",2884,"A",3.5,"None"
"1885",2885,"A",3,"A"
"1886",2886,"None",2.9,"None"
"1887",2887,"None",5.3,"None"
"1888",2888,"None",2.1,"None"
"1889",2889,"None",2.6,"None"
"1890",2890,"None",3.2,"None"
"1891",2891,"None",3.5,"None"
"1892",2892,"None",2.5,"None"
"1893",2893,"None",3.3,"None"
"1894",2894,"None",3.2,"None"
"1895",2895,"A",3,"None"
"1896",2896,"B",2.9,"None"
"1897",2897,"None",3.2,"None"
"1898",2898,"None",3.5,"None"
"1899",2899,"None",2.5,"None"
"1900",2900,"None",3,"None"
"1901",2901,"None",3.8,"None"
"1902",2902,"None",4.3,"None"
"1903",2903,"None",3,"None"
"1904",2904,"None",3.6,"A"
"1905",2905,"None",2.2,"A"
"1906",2906,"None",2.7,"None"
"1907",2907,"A",2.5,"A"
"1908",2908,"None",2.6,"None"
"1909",2909,"None",3.3,"None"
"1910",2910,"A",3.6,"None"
"1911",2911,"None",3.9,"None"
"1912",2912,"A",2.9,"None"
"1913",2913,"A",2.8,"A"
"1914",2914,"None",2.8,"None"
"1915",2915,"A",5,"None"
"1916",2916,"None",3.6,"None"
"1917",2917,"A",3.3,"None"
"1918",2918,"None",4.4,"None"
"1919",2919,"None",2.9,"None"
"1920",2920,"None",2.8,"None"
"1921",2921,"None",5,"None"
"1922",2922,"A",4.1,"None"
"1923",2923,"None",3.4,"None"
"1924",2924,"None",3.6,"None"
"1925",2925,"None",3.5,"None"
"1926",2926,"None",3.6,"None"
"1927",2927,"None",2,"None"
"1928",2928,"B",3.4,"None"
"1929",2929,"None",3.5,"None"
"1930",2930,"None",3.4,"None"
"1931",2931,"B",3.2,"None"
"1932",2932,"None",2.7,"None"
"1933",2933,"None",3.1,"None"
"1934",2934,"None",2.8,"None"
"1935",2935,"None",3.8,"None"
"1936",2936,"A",2.8,"None"
"1937",2937,"None",3.7,"None"
"1938",2938,"None",2.5,"None"
"1939",2939,"None",2.8,"None"
"1940",2940,"None",2.9,"None"
"1941",2941,"B",3.3,"None"
"1942",2942,"None",5,"None"
"1943",2943,"None",4.3,"None"
"1944",2944,"None",2.4,"None"
"1945",2945,"None",2.7,"None"
"1946",2946,"None",2.5,"None"
"1947",2947,"None",3.8,"None"
"1948",2948,"None",4.5,"None"
"1949",2949,"None",5.2,"None"
"1950",2950,"None",3,"None"
"1951",2951,"None",5.2,"None"
"1952",2952,"None",2.9,"None"
"1953",2953,"A",5.5,"None"
"1954",2954,"None",3,"None"
"1955",2955,"A",3,"None"
"1956",2956,"None",2.7,"None"
"1957",2957,"None",3.8,"None"
"1958",2958,"B",2.4,"None"
"1959",2959,"A",2.8,"None"
"1960",2960,"None",2.7,"None"
"1961",2961,"A",2.7,"A"
"1962",2962,"A",4.9,"A"
"1963",2963,"A",4.2,"None"
"1964",2964,"None",4,"None"
"1965",2965,"None",3.9,"A"
"1966",2966,"None",2.9,"None"
"1967",2967,"None",2.6,"None"
"1968",2968,"None",3.5,"None"
"1969",2969,"None",3.1,"None"
"1970",2970,"None",3.6,"None"
"1971",2971,"None",3.9,"None"
"1972",2972,"None",4.1,"None"
"1973",2973,"A",2.8,"None"
"1974",2974,"None",2.3,"None"
"1975",2975,"None",3.8,"None"
"1976",2976,"A",4.6,"None"
"1977",2977,"None",2.7,"None"
"1978",2978,"None",3.9,"None"
"1979",2979,"A",3.4,"None"
"1980",2980,"B",3,"None"
"1981",2981,"None",2.8,"None"
"1982",2982,"None",5.1,"None"
"1983",2983,"None",3,"None"
"1984",2984,"None",2.4,"None"
"1985",2985,"None",2.9,"None"
"1986",2986,"None",2.9,"None"
"1987",2987,"None",2.3,"None"
"1988",2988,"None",2.6,"None"
"1989",2989,"None",3.9,"None"
"1990",2990,"None",3.9,"None"
"1991",2991,"None",3.4,"None"
"1992",2992,"None",3.2,"None"
"1993",2993,"None",5.7,"A"
"1994",2994,"None",3,"None"
"1995",2995,"None",2.1,"None"
"1996",2996,"None",3,"None"
"1997",2997,"None",3.1,"None"
"1998",2998,"None",2.5,"None"
"1999",2999,"None",5.3,"A"
"2000",3000,"None",3.2,"None"
"2001",3001,"None",3,"None"
"2002",3002,"None",3.1,"None"
"2003",3003,"None",2.5,"None"
"2004",3004,"None",3,"None"
"2005",3005,"None",2.4,"None"
"2006",3006,"None",3.5,"None"
"2007",3007,"B",4.8,"None"
"2008",3008,"None",4.1,"None"
"2009",3009,"None",3.7,"None"
"2010",3010,"None",6.1,"None"
"2011",3011,"None",3.8,"None"
"2012",3012,"A",4.8,"None"
"2013",3013,"None",5,"None"
"2014",3014,"A",3.7,"None"
"2015",3015,"None",3,"None"
"2016",3016,"None",5.2,"None"
"2017",3017,"None",3.7,"None"
"2018",3018,"A",2.6,"None"
"2019",3019,"None",4.5,"A"
"2020",3020,"B",3.4,"None"
"2021",3021,"None",3.2,"None"
"2022",3022,"None",2.9,"None"
"2023",3023,"None",3.2,"None"
"2024",3024,"A",4.2,"None"
"2025",3025,"None",4.3,"None"
"2026",3026,"None",3.5,"None"
"2027",3027,"None",4.1,"None"
"2028",3028,"None",3.3,"A"
"2029",3029,"A",4.2,"None"
"2030",3030,"B",3.9,"None"
"2031",3031,"A",3.1,"None"
"2032",3032,"None",1.8,"None"
"2033",3033,"None",2.2,"None"
"2034",3034,"B",3.8,"None"
"2035",3035,"None",4.5,"None"
"2036",3036,"None",3.6,"None"
"2037",3037,"None",3.5,"None"
"2038",3038,"A",3.4,"A"
"2039",3039,"A",3.9,"A"
"2040",3040,"None",2.6,"None"
"2041",3041,"None",2.7,"None"
"2042",3042,"B",2.8,"None"
"2043",3043,"None",3.1,"None"
"2044",3044,"B",3.3,"None"
"2045",3045,"None",3.1,"A"
"2046",3046,"A",5.5,"None"
"2047",3047,"None",3.5,"None"
"2048",3048,"None",3.7,"None"
"2049",3049,"None",4.1,"None"
"2050",3050,"None",3.2,"None"
"2051",3051,"None",2.9,"None"
"2052",3052,"A",4.3,"None"
"2053",3053,"A",1.8,"None"
"2054",3054,"None",2.6,"None"
"2055",3055,"None",2.9,"None"
"2056",3056,"None",2.7,"A"
"2057",3057,"None",3.5,"None"
"2058",3058,"None",2.9,"None"
"2059",3059,"None",2.5,"None"
"2060",3060,"None",3.2,"None"
"2061",3061,"None",2.8,"None"
"2062",3062,"A",4,"None"
"2063",3063,"None",2.7,"None"
"2064",3064,"None",3.2,"None"
"2065",3065,"None",3.5,"None"
"2066",3066,"None",3.4,"None"
"2067",3067,"None",3.6,"None"
"2068",3068,"None",4.2,"None"
"2069",3069,"None",2.6,"None"
"2070",3070,"None",5.6,"None"
"2071",3071,"None",3.4,"None"
"2072",3072,"None",2.9,"None"
"2073",3073,"None",3,"None"
"2074",3074,"None",3.4,"None"
"2075",3075,"None",3.3,"None"
"2076",3076,"None",2.5,"A"
"2077",3077,"None",2.7,"None"
"2078",3078,"None",2.5,"None"
"2079",3079,"None",3.6,"None"
"2080",3080,"None",4.3,"None"
"2081",3081,"None",4.1,"None"
"2082",3082,"None",3.1,"None"
"2083",3083,"None",5.3,"None"
"2084",3084,"B",4.6,"None"
"2085",3085,"None",1.4,"None"
"2086",3086,"None",3.7,"None"
"2087",3087,"None",2.7,"None"
"2088",3088,"B",3.7,"None"
"2089",3089,"None",4.6,"None"
"2090",3090,"None",3,"None"
"2091",3091,"B",3.1,"None"
"2092",3092,"None",3.8,"None"
"2093",3093,"None",2.7,"None"
"2094",3094,"None",3.6,"None"
"2095",3095,"A",3.1,"None"
"2096",3096,"None",2.9,"None"
"2097",3097,"None",2.3,"None"
"2098",3098,"B",3.2,"None"
"2099",3099,"None",2.8,"None"
"2100",3100,"None",3.1,"None"
"2101",3101,"None",5.8,"None"
"2102",3102,"None",5.6,"None"
"2103",3103,"None",3.9,"None"
"2104",3104,"None",3.1,"None"
"2105",3105,"None",4.2,"None"
"2106",3106,"A",2.8,"None"
"2107",3107,"A",3.1,"None"
"2108",3108,"None",4.3,"None"
"2109",3109,"None",3.8,"None"
"2110",3110,"None",2.4,"None"
"2111",3111,"None",3.4,"A"
"2112",3112,"None",3.8,"None"
"2113",3113,"B",3.4,"None"
"2114",3114,"None",4.1,"None"
"2115",3115,"None",3.4,"None"
"2116",3116,"None",3.2,"None"
"2117",3117,"None",3.4,"None"
"2118",3118,"B",3.6,"None"
"2119",3119,"None",2.6,"None"
"2120",3120,"None",3.2,"None"
"2121",3121,"None",2.4,"None"
"2122",3122,"None",2.7,"None"
"2123",3123,"None",2.5,"None"
"2124",3124,"None",3.7,"None"
"2125",3125,"None",3.7,"None"
"2126",3126,"None",4.3,"None"
"2127",3127,"None",3.4,"None"
"2128",3128,"None",2.8,"None"
"2129",3129,"A",4.4,"A"
"2130",3130,"None",4.3,"None"
"2131",3131,"None",3.1,"None"
"2132",3132,"B",3.5,"None"
"2133",3133,"None",1.9,"None"
"2134",3134,"None",5.5,"None"
"2135",3135,"None",4.5,"None"
"2136",3136,"A",4.6,"A"
"2137",3137,"None",4.3,"None"
"2138",3138,"None",2.8,"None"
"2139",3139,"None",2.7,"None"
"2140",3140,"None",2.7,"A"
"2141",3141,"None",3.5,"None"
"2142",3142,"A",3.4,"A"
"2143",3143,"None",3.4,"None"
"2144",3144,"None",3.6,"A"
"2145",3145,"None",2.9,"None"
"2146",3146,"None",3.1,"None"
"2147",3147,"B",4.4,"B"
"2148",3148,"None",4.8,"None"
"2149",3149,"None",3.3,"None"
"2150",3150,"None",3.2,"None"
"2151",3151,"None",2.6,"None"
"2152",3152,"A",2.5,"A"
"2153",3153,"None",2.6,"None"
"2154",3154,"None",2.2,"None"
"2155",3155,"None",5.8,"None"
"2156",3156,"None",5.9,"None"
"2157",3157,"None",3.4,"None"
"2158",3158,"None",3,"None"
"2159",3159,"None",3.6,"None"
"2160",3160,"None",2.6,"None"
"2161",3161,"None",3.9,"None"
"2162",3162,"None",3.7,"None"
"2163",3163,"None",2.5,"None"
"2164",3164,"B",4.3,"None"
"2165",3165,"None",3.7,"None"
"2166",3166,"A",3.4,"A"
"2167",3167,"None",3.9,"None"
"2168",3168,"A",5.2,"A"
"2169",3169,"None",3.9,"None"
"2170",3170,"None",2.8,"None"
"2171",3171,"None",3.9,"None"
"2172",3172,"None",4.2,"None"
"2173",3173,"None",5.7,"None"
"2174",3174,"None",2.1,"None"
"2175",3175,"None",2.8,"None"
"2176",3176,"None",2.7,"None"
"2177",3177,"None",3.3,"None"
"2178",3178,"None",4.3,"None"
"2179",3179,"None",2.4,"None"
"2180",3180,"None",4.1,"None"
"2181",3181,"None",2.4,"None"
"2182",3182,"None",2.7,"None"
"2183",3183,"A",3,"None"
"2184",3184,"None",3.8,"None"
"2185",3185,"None",2.8,"None"
"2186",3186,"None",2.9,"None"
"2187",3187,"None",2.9,"None"
"2188",3188,"None",2.2,"None"
"2189",3189,"None",3.3,"None"
"2190",3190,"None",3.9,"None"
"2191",3191,"None",2.7,"None"
"2192",3192,"None",2.9,"None"
"2193",3193,"None",3.1,"None"
"2194",3194,"None",2.3,"None"
"2195",3195,"None",3.2,"None"
"2196",3196,"None",2.9,"None"
"2197",3197,"None",2.7,"None"
"2198",3198,"A",2.6,"A"
"2199",3199,"None",4.2,"None"
"2200",3200,"None",2.4,"None"
"2201",3201,"None",3.4,"None"
"2202",3202,"None",1.9,"None"
"2203",3203,"None",3.5,"None"
"2204",3204,"None",3.6,"A"
"2205",3205,"None",4.8,"None"
"2206",3206,"None",3.3,"None"
"2207",3207,"None",6.7,"None"
"2208",3208,"None",2.3,"A"
"2209",3209,"A",3.4,"None"
"2210",3210,"A",3.6,"None"
"2211",3211,"None",2.1,"None"
"2212",3212,"None",2.7,"None"
"2213",3213,"A",5.4,"None"
"2214",3214,"None",3,"None"
"2215",3215,"A",3,"None"
"2216",3216,"B",2.8,"None"
"2217",3217,"None",4.1,"None"
"2218",3218,"None",3.3,"None"
"2219",3219,"None",2.9,"None"
"2220",3220,"None",2.2,"None"
"2221",3221,"None",1.7,"None"
"2222",3222,"None",3.3,"None"
"2223",3223,"None",4.3,"None"
"2224",3224,"None",2.1,"None"
"2225",3225,"None",2.7,"None"
"2226",3226,"None",2.3,"None"
"2227",3227,"None",3.5,"None"
"2228",3228,"None",4.2,"None"
"2229",3229,"None",4.4,"None"
"2230",3230,"A",3.1,"None"
"2231",3231,"None",3.9,"None"
"2232",3232,"None",1.9,"None"
"2233",3233,"None",2.7,"None"
"2234",3234,"A",2.9,"None"
"2235",3235,"None",4.4,"None"
"2236",3236,"None",4,"None"
"2237",3237,"None",3.9,"None"
"2238",3238,"None",3.4,"None"
"2239",3239,"None",2.6,"None"
"2240",3240,"None",4.3,"B"
"2241",3241,"A",4,"A"
"2242",3242,"None",3.1,"None"
"2243",3243,"None",4.7,"None"
"2244",3244,"None",2.3,"None"
"2245",3245,"None",4.2,"None"
"2246",3246,"None",3,"None"
"2247",3247,"None",2.6,"None"
"2248",3248,"A",3,"None"
"2249",3249,"None",3,"None"
"2250",3250,"None",6,"None"
"2251",3251,"None",2.4,"None"
"2252",3252,"None",3.9,"None"
"2253",3253,"None",2,"None"
"2254",3254,"None",2.8,"None"
"2255",3255,"A",3.8,"None"
"2256",3256,"None",3.2,"None"
"2257",3257,"None",5.3,"None"
"2258",3258,"None",3.1,"None"
"2259",3259,"None",3.3,"None"
"2260",3260,"None",3.5,"None"
"2261",3261,"A",3.3,"None"
"2262",3262,"None",2.5,"None"
"2263",3263,"None",3.4,"None"
"2264",3264,"None",3.1,"None"
"2265",3265,"B",4.1,"None"
"2266",3266,"None",2.7,"None"
"2267",3267,"B",3.9,"None"
"2268",3268,"None",4.2,"None"
"2269",3269,"None",4.1,"None"
"2270",3270,"None",4,"None"
"2271",3271,"None",3.6,"None"
"2272",3272,"None",4.2,"None"
"2273",3273,"None",2.7,"None"
"2274",3274,"None",2.5,"None"
"2275",3275,"None",2.8,"A"
"2276",3276,"None",3.8,"None"
"2277",3277,"None",1.8,"None"
"2278",3278,"A",2.6,"None"
"2279",3279,"None",2.9,"None"
"2280",3280,"None",4.5,"None"
"2281",3281,"A",3.2,"None"
"2282",3282,"A",3.4,"None"
"2283",3283,"None",3.4,"None"
"2284",3284,"None",3.5,"None"
"2285",3285,"A",2.8,"None"
"2286",3286,"None",3.9,"None"
"2287",3287,"None",2.2,"None"
"2288",3288,"None",4,"None"
"2289",3289,"A",2.6,"None"
"2290",3290,"None",2.7,"None"
"2291",3291,"None",4,"None"
"2292",3292,"None",1.8,"None"
"2293",3293,"None",2.3,"None"
"2294",3294,"None",4.1,"None"
"2295",3295,"None",2.7,"None"
"2296",3296,"None",3.5,"None"
"2297",3297,"None",4.1,"None"
"2298",3298,"None",2.9,"None"
"2299",3299,"None",3.1,"None"
"2300",3300,"A",2.9,"None"
"2301",3301,"None",3.7,"None"
"2302",3302,"None",3.2,"None"
"2303",3303,"None",4.2,"None"
"2304",3304,"None",2.6,"None"
"2305",3305,"None",4.3,"None"
"2306",3306,"None",2.3,"None"
"2307",3307,"None",2.8,"None"
"2308",3308,"None",3.4,"A"
"2309",3309,"None",3.9,"A"
"2310",3310,"None",3.9,"None"
"2311",3311,"B",2.4,"None"
"2312",3312,"None",3.7,"None"
"2313",3313,"None",4,"None"
"2314",3314,"None",3.2,"None"
"2315",3315,"None",2.2,"None"
"2316",3316,"A",2.5,"None"
"2317",3317,"None",2.6,"None"
"2318",3318,"None",3.6,"None"
"2319",3319,"None",3.9,"None"
"2320",3320,"None",2.2,"None"
"2321",3321,"A",2.5,"None"
"2322",3322,"None",3.3,"None"
"2323",3323,"None",5.2,"None"
"2324",3324,"None",3.5,"None"
"2325",3325,"None",3.5,"None"
"2326",3326,"None",3.4,"None"
"2327",3327,"None",3.7,"None"
"2328",3328,"None",3.9,"None"
"2329",3329,"None",4.3,"None"
"2330",3330,"None",4.6,"None"
"2331",3331,"None",5.6,"None"
"2332",3332,"None",2.4,"None"
"2333",3333,"None",3.2,"None"
"2334",3334,"None",3.6,"None"
"2335",3335,"A",2.8,"None"
"2336",3336,"None",1.9,"None"
"2337",3337,"None",3.2,"None"
"2338",3338,"None",2.9,"None"
"2339",3339,"None",5.1,"None"
"2340",3340,"None",3.7,"None"
"2341",3341,"None",3.4,"None"
"2342",3342,"A",3.3,"None"
"2343",3343,"A",2,"None"
"2344",3344,"None",2.7,"None"
"2345",3345,"None",2,"None"
"2346",3346,"None",6.5,"None"
"2347",3347,"None",2.7,"None"
"2348",3348,"None",6.1,"A"
"2349",3349,"None",6,"None"
"2350",3350,"None",3.1,"None"
"2351",3351,"None",3.5,"None"
"2352",3352,"A",2.7,"None"
"2353",3353,"None",2.8,"None"
"2354",3354,"B",6.1,"None"
"2355",3355,"None",1.9,"None"
"2356",3356,"None",3.4,"None"
"2357",3357,"None",2.6,"None"
"2358",3358,"A",2.7,"None"
"2359",3359,"None",4.1,"B"
"2360",3360,"A",3.8,"None"
"2361",3361,"None",3.1,"None"
"2362",3362,"None",2.8,"None"
"2363",3363,"None",5,"None"
"2364",3364,"A",3,"None"
"2365",3365,"None",3,"None"
"2366",3366,"B",3,"None"
"2367",3367,"None",3.7,"None"
"2368",3368,"None",3,"None"
"2369",3369,"None",3.2,"None"
"2370",3370,"None",4,"None"
"2371",3371,"A",3,"None"
"2372",3372,"None",2.7,"None"
"2373",3373,"None",3,"None"
"2374",3374,"None",3.3,"None"
"2375",3375,"None",2.8,"None"
"2376",3376,"A",4.1,"A"
"2377",3377,"None",4.2,"None"
"2378",3378,"None",1.8,"None"
"2379",3379,"B",3.9,"B"
"2380",3380,"None",2.1,"None"
"2381",3381,"None",2.4,"None"
"2382",3382,"None",3.1,"None"
"2383",3383,"None",2.9,"None"
"2384",3384,"None",1.7,"A"
"2385",3385,"None",3,"None"
"2386",3386,"None",4.5,"None"
"2387",3387,"None",3.4,"None"
"2388",3388,"None",5.3,"None"
"2389",3389,"None",5.5,"None"
"2390",3390,"None",4,"None"
"2391",3391,"None",1.9,"None"
"2392",3392,"None",3,"None"
"2393",3393,"None",1.9,"None"
"2394",3394,"None",3.3,"None"
"2395",3395,"None",3.3,"None"
"2396",3396,"B",3.5,"None"
"2397",3397,"None",2.9,"None"
"2398",3398,"B",5.7,"None"
"2399",3399,"None",2.9,"None"
"2400",3400,"None",2.7,"None"
"2401",3401,"None",3.6,"None"
"2402",3402,"None",3.3,"None"
"2403",3403,"None",3.3,"None"
"2404",3404,"None",2.9,"None"
"2405",3405,"None",1.9,"None"
"2406",3406,"None",3.4,"A"
"2407",3407,"None",4.7,"None"
