"","sex","mstatus","age","children","occupation","education","income","avbal","avtrans","decision"
"833",1,3,27,0,1,4,11581.473913,49037.831793,2625.88945,2
"834",1,2,37,2,6,4,9997.604639,29612.515635,3852.780266,1
"835",2,3,26,0,6,4,11887.31,22585.61,3944.5,3
"836",1,2,41,1,1,3,8843.530624,15126.211373,1702.308778,1
"837",1,3,24,0,6,4,6686.787658,26226.325092,2642.131419,2
"838",1,2,36,0,2,1,3214.93,15423.24,1996.09,3
"839",1,2,67,1,6,4,3493.090619,23664.230152,1118.759467,1
"840",1,3,26,0,7,4,9030.968975,24827.113918,2389.848602,2
"841",1,2,45,1,6,1,9232.70857,46240.402299,5126.648702,1
"842",1,3,27,0,2,3,3360.385107,17632.406114,472.94236,2
"843",1,2,47,1,1,1,8101.909924,13913.744817,2779.034954,1
"844",1,3,27,2,6,4,7335.691513,19252.526786,2535.873033,2
"845",1,2,39,2,5,3,933.69,12302.49,1303.04,3
"846",2,2,40,0,7,4,2463.54,1694.22,1500.08,3
"847",2,1,45,1,2,1,6764.74,12294.81,1840.94,3
"848",1,2,38,0,3,2,8056.97,33921.23,4120.25,3
"849",1,3,26,0,7,4,9123.915776,25944.294096,2559.93043,2
"850",1,1,28,3,4,1,7708.39,19249.76,2485.03,2
"851",1,2,26,2,8,2,9857.967116,58461.413995,4408.377133,1
"852",1,2,39,2,6,4,9244.207635,28978.189178,2453.12957,1
"853",1,2,42,2,7,4,6215.67282,36229.293267,1618.738422,1
"854",1,2,39,2,4,3,1837.326926,21123.121412,874.497793,1
"855",2,2,45,3,3,2,9288.05,28036.63,4662.6,1
"856",1,3,36,0,7,4,6934.92,26534.28,1434.66,3
"857",1,3,23,0,6,4,10511.027768,17775.046209,2722.841792,2
"858",1,3,28,0,6,3,2312.22,16175.42,1226.34,3
"859",1,3,26,0,2,3,3962.191808,17600.667338,608.691858,2
"860",1,2,41,2,5,4,5331.59,34455.95,1429.28,3
"861",2,1,32,2,3,3,3250.2,7661.93,966.24,3
"862",1,3,24,0,5,3,3341.253818,10496.348549,1085.753084,2
"863",2,2,40,3,8,1,9829.943237,48447.516035,3915.855215,1
"864",1,3,27,0,6,4,8141.204701,26110.852318,2629.781461,2
"865",1,3,22,0,5,3,3070.807685,10121.949139,735.285728,2
"866",1,2,23,1,8,4,3091.433928,16661.173447,1474.577167,1
"867",2,3,20,0,7,4,4801.167887,24848.203078,2093.507984,2
"868",1,3,20,0,5,3,1851.874409,9922.085563,1114.632488,2
"869",1,3,43,0,1,3,5382.84,21458.64,1585.45,3
"870",2,3,25,0,8,4,11513.488852,29623.540528,2317.669559,2
"871",1,2,37,0,3,3,661.03,18118.42,2003.13,3
"872",1,3,25,0,1,4,11005.288061,37840.192915,1648.143991,2
"873",1,2,32,1,1,1,9729.864487,43696.849795,2363.393564,1
"874",1,3,27,0,6,4,6231.711375,26076.413088,2669.058592,2
"875",2,3,38,0,4,3,4074.19,10546.53,1213.83,3
"876",1,2,28,1,5,4,7473.17094,25826.241995,1306.638746,1
"877",2,2,42,2,4,3,4912.97697,14083.539774,1626.502862,1
"878",2,3,27,0,6,4,5297.12,29895.86,2482.71,2
"879",2,1,43,1,3,4,7114.04,22848.03,1904.5,3
"880",2,2,20,0,1,4,661.03,18118.42,2003.13,3
"881",2,3,30,1,8,4,10303.838001,32537.870232,1802.16649,2
"882",2,2,39,0,4,4,5554.4,19919.86,1018.94,1
"883",2,3,25,0,5,3,2181.87,12695.79,1233.78,3
"884",2,2,43,2,3,1,11190.610341,33802.776428,4162.824745,1
"885",1,1,45,2,4,2,15886.74,28400.25,1851.32,3
"886",1,3,25,0,6,4,12635.425897,17653.619609,3324.336471,2
"887",2,2,32,2,7,3,3085.705337,19763.691868,1065.892334,1
"888",1,3,28,2,6,4,5568.302948,19597.681282,1556.403921,2
"889",1,2,48,1,4,1,7987.51,9525.69,3545.08,3
"890",1,2,69,0,9,3,1710.87,15704.78,331.91,3
"891",1,1,60,3,3,1,12837.16,15063.45,3669.4,3
"892",2,2,37,2,7,3,2223.172455,16396.413931,386.330841,1
"893",1,3,27,0,2,3,2839.08602,17838.401779,446.278108,2
"894",1,3,27,0,2,3,2626.911295,16449.644013,528.011764,2
"895",1,3,23,0,6,4,9592.195579,17651.77811,2497.537998,2
"896",2,3,19,0,7,4,4954.337913,23658.481256,1918.84946,2
"897",1,3,23,1,4,4,6841.316488,21912.756189,2583.561557,2
"898",1,2,33,1,1,1,7981.218506,42019.097297,2706.550211,1
"899",2,1,47,2,3,3,2360.47,13504.55,2195.52,3
"900",1,3,28,0,1,4,11022.311722,48327.093764,2681.869851,2
"901",1,2,29,1,5,3,1980.27,12651.33,1287.25,3
"902",1,3,24,0,6,4,12640.465154,17665.501739,3307.255949,2
"903",2,2,49,0,7,1,4772.7,27022.71,2540.78,3
"904",2,3,28,0,5,4,8275.87699,13205.853339,1698.725314,2
"905",1,2,22,1,8,4,2840.840096,16912.991042,2015.498534,1
"906",2,2,44,1,1,3,2150.183387,15926.07498,1230.045002,1
"907",2,3,27,0,5,4,8296.554284,13298.621066,1727.222395,2
"908",1,2,34,0,7,4,4166.426193,8061.274104,1478.549817,1
"909",1,3,27,0,2,3,2989.895149,17696.797341,458.961866,2
"910",1,2,30,3,6,1,11172.630428,46382.215823,3717.008539,1
"911",1,3,24,2,6,4,9226.371853,19096.75726,2566.929124,2
"912",1,2,36,4,3,2,5814.34,38954.72,3396.35,3
"913",1,2,43,1,1,1,8073.808846,42038.791378,2453.171318,1
"914",1,2,51,1,7,4,6027.023021,19893.131521,758.427947,1
"915",2,3,22,0,6,4,5382.784583,25987.448359,2123.735981,2
"916",1,3,27,3,1,4,8428.336383,45113.168089,3473.889559,2
"917",1,2,42,2,7,3,2770.449313,19128.139157,1243.960433,1
"918",1,1,75,1,9,4,2620.07,15527.9,1129.35,3
"919",2,2,31,3,1,1,13684.376626,46215.609628,3743.910248,1
"920",2,2,45,1,4,4,5194.72,13796.11,1628.31,1
"921",1,2,40,3,3,4,5990.74,35978.05,1419.39,1
"922",2,2,51,1,1,3,2159.539347,15917.22078,1278.235517,1
"923",1,2,52,0,7,2,8948.02,15226.9,1718.37,3
"924",2,2,49,3,3,1,9004.81,36040.94,2204.53,3
"925",1,2,52,1,1,1,8877.4989,14104.489575,1952.356026,1
"926",2,2,33,2,5,4,3448.01,18036.78,2607.85,3
"927",1,3,21,0,5,3,2893.790534,10121.521521,735.254362,2
"928",1,2,34,0,2,4,3473.84,19627.13,206.98,3
"929",2,4,57,1,5,4,8917.89,11595.8,1444.51,3
"930",2,2,27,3,8,3,508.1,14406.19,1713.48,3
"931",2,3,40,0,6,4,6993.92,18298.91,3138.53,3
"932",2,2,37,2,6,1,15400.709189,40726.36201,2191.543475,1
"933",1,3,25,0,7,4,9014.854523,25233.079366,2432.165802,2
"934",1,4,56,1,7,3,1049.13,16875.92,507.29,3
"935",1,2,42,1,1,1,8765.028878,14775.40527,1681.448725,1
"936",2,2,24,0,8,3,2600.58,17139.96,2255.63,1
"937",1,2,37,2,3,3,1304.505446,15835.867551,1207.177228,1
"938",2,3,21,0,7,4,4954.659436,23655.739428,1759.188291,2
"939",2,3,30,0,3,3,2995.17,17383.45,1861.02,3
"940",2,2,42,0,7,4,5849.22,28504.76,1458.2,3
"941",1,3,21,0,5,3,2034.087797,10012.334474,1042.734555,2
"942",1,3,24,0,2,3,3325.301239,17462.51466,3228.786298,2
"943",1,2,49,3,7,4,6135.904472,36303.466466,3274.396111,1
"944",2,1,68,2,9,3,1504.19,11625.56,792.12,3
"945",1,2,49,2,5,4,5924.193888,29986.728021,852.583202,1
"946",2,1,43,1,5,1,8884.88,17975.16,4191.64,3
"947",2,1,66,0,9,3,534.9,7015.03,788.32,3
"948",1,3,42,0,6,4,2865.8,42792.8,2724.65,3
"949",2,3,20,0,7,4,4935.835029,23250.192714,1367.376253,2
"950",1,2,38,2,1,2,3777.18,25017.73,2498.86,1
"951",2,4,45,2,4,4,5658.75,19880.98,2343.09,3
"952",2,2,53,1,9,3,1992.497004,9584.114549,784.690899,1
"953",2,2,37,2,7,3,2213.978278,16369.248896,475.360218,1
"954",2,3,28,0,5,4,6395.4343,12544.150273,1848.983753,2
"955",2,3,22,0,7,4,4911.271789,26037.535816,2103.02239,2
"956",1,3,28,0,2,3,4327.732955,17776.190897,509.079357,2
"957",1,3,21,0,6,4,6903.890891,26735.040431,2768.937392,2
"958",2,3,27,0,7,4,12263.529738,29952.708125,3087.315956,2
"959",1,3,40,0,2,3,2763,16595.83,294.69,3
"960",1,3,42,0,2,1,3206.45,32625.71,2199.25,3
"961",1,2,39,2,3,4,6010.26,24031.64,1818.17,3
"962",2,2,48,2,7,3,3404.6,10350.68,594.02,1
"963",1,4,65,0,9,3,781.87,17593.72,652.56,3
"964",1,2,50,1,5,1,7505.61,46430.14,2997.21,3
"965",1,2,56,2,1,4,5584.26,20010.4,1482.22,1
"966",1,2,37,2,1,1,7491.437293,41073.311515,2939.098988,1
"967",1,3,24,0,2,3,3379.501105,17467.398327,2816.91045,2
"968",1,3,27,0,2,3,3781.120881,17771.915971,593.209906,2
"969",2,2,39,3,3,3,1926.55,15713.06,875.48,1
"970",2,2,57,1,4,4,4978.89,18633.57,1335.63,3
"971",2,2,43,4,6,4,6993.89,27727.11,2029.39,3
"972",1,2,36,2,7,3,2667.753585,11502.117537,371.959456,1
"973",1,3,25,0,2,3,3555.573263,17463.42524,413.691528,2
"974",1,2,67,1,9,4,2326.82,14908.37,1210.98,3
"975",1,3,27,2,6,4,7731.343067,19196.033097,2484.468384,2
"976",2,2,33,4,3,3,1730.58,16511.9,1851.99,3
"977",2,3,28,0,8,4,12935.165651,29970.240738,3209.172862,2
"978",2,2,40,2,3,3,3295.55,11103.75,1225.06,1
"979",2,2,35,2,6,1,9896.275489,46927.991515,4270.880646,1
"980",2,2,37,2,4,3,2120.58,14361.43,838.99,3
"981",1,2,40,1,5,4,5876.75604,27461.371209,1157.684796,1
"982",2,1,43,0,7,4,6321.12,19969.13,1572.46,3
"983",1,3,27,0,2,3,4324.085352,17781.214452,552.752474,2
"984",1,2,43,2,3,3,754.342507,15618.689887,556.349438,1
"985",2,2,47,2,7,3,3350.201402,10407.586296,833.891426,1
"986",1,3,25,1,4,4,7098.824486,21702.02366,2289.772048,2
"987",2,3,36,0,7,1,3777.18,25017.73,2498.86,3
"988",1,1,44,1,7,4,2043.2,31491.39,2401.3,3
"989",2,2,66,2,9,4,2622.6,15668.92,330.88,3
"990",2,3,19,0,2,3,3401.64,14374.65,69.49,3
"991",1,2,30,4,1,4,4864.213614,17004.029159,1976.887164,1
"992",2,4,60,3,2,4,5886.44,13902.8,945.28,3
"993",1,2,37,0,3,3,1001.934314,16066.681668,572.985125,1
"994",2,3,28,0,5,4,6636.876186,13017.416346,1800.077479,2
"995",2,2,31,0,4,3,1941.58,15737.93,215.52,3
"996",2,3,29,1,8,4,10769.156833,32857.593595,1835.721756,2
"997",2,3,34,0,4,3,2381.57,17593.71,278.01,3
"998",2,2,69,1,9,4,3873.03,13757.19,1305.14,3
"999",1,3,28,0,8,4,7930.666242,27764.756374,2669.493527,2
"1000",1,3,27,0,6,4,9038.752541,25901.091263,3388.564275,2
"1001",2,3,24,0,8,4,10699.123627,28812.109704,2145.588824,2
"1002",1,2,40,1,4,4,2627.26,19714.35,1404.2,1
"1003",1,3,27,0,6,4,8473.347522,26159.235204,2568.42758,2
"1004",2,2,39,2,5,4,6307.21,25866.39,716.93,1
"1005",1,3,22,0,5,3,3029.828817,10111.233086,719.818311,2
"1006",1,3,29,1,1,4,10754.56631,38366.263874,1735.468994,2
"1007",1,2,40,2,1,4,4001.88,28406.52,1328.02,1
"1008",2,3,45,0,7,4,5767.09,20150.48,987.14,3
"1009",1,3,24,0,6,4,10613.190628,17588.91063,2717.452557,2
"1010",1,3,28,0,6,4,5528.159285,29179.305752,3467.146933,2
"1011",1,3,24,0,6,4,6685.384538,26267.424289,2672.250741,2
"1012",1,1,45,1,3,3,1093.26,17643.79,1357.15,3
"1013",1,2,37,2,7,3,2653.660257,11588.625291,319.840703,1
"1014",2,2,39,3,1,3,2109.992708,16092.559916,504.761232,1
"1015",2,4,85,3,9,4,2532.79,15022.52,842.1,3
"1016",1,2,50,2,4,3,2225.261806,12954.063178,693.380249,1
"1017",1,3,22,0,6,4,9654.041949,17627.447301,2461.355687,2
"1018",1,2,35,1,6,1,10041.677994,46368.299433,4628.71191,1
"1019",2,3,27,0,7,4,3880.693829,25687.727335,1342.170293,2
"1020",1,3,38,0,3,1,7109.13,29609.07,3001.48,3
"1021",1,3,28,0,4,3,1843.91,4531.9,1208.46,3
"1022",2,3,28,0,2,4,3470.55,16974.69,1080.62,3
"1023",1,2,37,2,7,4,5223.23,19613.9,2069.82,3
"1024",1,3,26,0,1,4,11163.419589,37114.92385,1677.956743,2
"1025",2,2,67,0,1,3,2229.288869,15850.48551,1300.854627,1
"1026",1,2,37,1,3,3,823.248366,15692.818291,566.61209,1
"1027",2,3,31,0,8,3,2993.83,12321.45,1200.47,3
"1028",1,1,45,1,6,3,1915.08,19382.89,2011.31,3
"1029",1,3,23,0,2,3,1979.32442,16634.589511,575.918758,2
"1030",1,3,27,0,2,3,3607.872531,17711.944219,532.177893,2
"1031",1,2,46,0,8,2,9699.120858,55259.527839,2542.332958,1
"1032",1,2,38,2,1,3,2574.35,20220.65,828.49,3
"1033",1,3,28,0,7,4,5001.26,19843.27,1535.52,3
"1034",1,3,25,0,6,4,5741.240434,28332.93095,2924.865799,2
"1035",1,3,23,0,4,4,6891.551035,21904.269798,2562.745975,2
"1036",2,2,36,2,3,4,4800.78,16256.68,1194.17,3
"1037",1,3,27,0,8,4,7892.964893,27716.020013,2480.975613,2
"1038",1,2,40,1,7,4,4961.27,3663.28,1493.18,3
"1039",2,3,27,0,8,4,12241.612491,29137.152033,3015.89846,2
"1040",1,2,34,2,6,1,10102.026378,46806.227957,4330.097396,1
"1041",2,3,27,0,4,4,4706.28,20140.35,1368.86,3
"1042",2,2,40,3,8,1,9675.09,54522.38,3774.26,1
"1043",1,3,27,0,2,3,3874.674209,15903.408866,659.580622,2
"1044",2,2,44,4,1,3,2001.134161,15731.039412,883.384531,1
"1045",1,1,44,2,5,3,1645.65,9154.42,1364.2,3
"1046",1,2,24,3,1,3,2869.38,14723.89,994.85,3
"1047",1,2,28,1,6,4,2880.85,29718.85,2538.6,1
"1048",2,3,23,0,8,4,10339.55,28237.32,1395.03,2
"1049",1,3,23,0,6,4,9850.998517,17601.347715,2503.984669,2
"1050",2,2,40,1,6,4,6496.27,29977.98,2885.32,3
"1051",1,3,25,0,6,4,12633.77841,17638.042631,3373.020338,2
"1052",2,2,45,2,1,3,2146.846401,15966.672519,1259.316108,1
"1053",1,3,27,0,7,4,8485.873782,26162.536804,2567.519809,2
"1054",2,3,29,0,5,4,7969.450172,13350.968403,1639.166699,2
"1055",1,3,28,0,5,3,1803.87,10155.93,2048.41,3
"1056",2,3,26,0,5,3,1990.25,17078.56,1141.5,3
"1057",2,3,20,0,7,4,4941.231408,24516.247855,2125.69011,2
"1058",1,3,23,0,1,1,4001.88,28406.52,1328.02,3
"1059",2,1,37,3,7,2,16029.98,6796.77,5218.89,3
"1060",1,3,28,0,1,4,10923.682212,49846.828811,2928.177965,2
"1061",1,2,32,0,7,3,1487.43,12210.94,952.73,1
"1062",1,3,26,0,6,4,9150.831706,25770.669533,4121.456542,2
"1063",1,2,44,1,1,1,8902.361137,14098.083285,2066.178023,1
"1064",1,3,26,0,2,3,3744.723777,15325.463172,334.975311,2
"1065",1,2,38,2,5,4,4985.57,10973.46,2729.26,1
"1066",1,2,47,1,7,3,1543.382812,18130.662103,666.082741,1
"1067",1,3,26,0,8,4,7931.438852,27769.991216,2329.549641,2
"1068",1,2,43,1,1,1,8324.549488,14023.662537,2640.417371,1
"1069",1,3,24,0,3,3,660.22,24755.34,1077.46,3
"1070",1,2,39,2,5,3,1525.86,16513.18,1277.17,3
"1071",2,3,25,0,7,4,4420.48001,24981.555016,2431.561167,2
"1072",1,2,39,1,8,1,6137.626312,53124.624519,6992.747637,1
"1073",1,3,24,0,6,4,12600.499851,17676.549796,3234.870952,2
"1074",2,3,28,0,8,4,10446.665399,31824.466807,1814.194084,2
"1075",2,1,63,1,3,3,802.8,18040.08,2061.85,3
"1076",1,2,27,1,5,4,7680.258971,25316.611111,2033.568931,1
"1077",1,3,20,0,5,3,1927.491185,10010.531954,1053.045379,2
"1078",1,3,27,0,8,4,7890.130328,27713.483402,2510.744775,2
"1079",2,3,20,0,7,4,4932.251218,23246.733253,1366.026581,2
"1080",1,3,27,0,1,4,8856.714042,45493.242279,3472.787482,2
"1081",1,1,71,1,9,4,3320.92,14239.21,984.07,3
"1082",2,3,27,0,8,4,10990.784158,30670.783677,2175.10797,2
"1083",1,2,51,1,8,4,8477.07,22760.84,1016.21,1
"1084",2,3,19,0,7,4,4913.079202,23167.714808,1229.960895,2
"1085",2,3,44,0,4,1,9828.13,39151.61,1585.55,3
"1086",1,3,24,0,2,3,2335.503806,16707.387423,547.675112,2
"1087",1,3,26,1,1,4,8631.106471,43912.192724,3472.456974,2
"1088",1,2,48,1,4,1,8354.8,11994.68,1507.29,3
"1089",2,2,63,0,9,3,2144.988628,8828.326619,757.555411,1
"1090",1,2,49,1,1,1,8762.742027,14774.835954,1523.118246,1
"1091",2,3,26,0,7,4,2755.574491,24316.759711,1271.81322,2
"1092",1,3,27,0,6,1,9427.126006,25861.500685,5197.47835,2
"1093",2,3,27,0,5,4,7923.44967,12057.286299,1763.020092,2
"1094",1,3,22,0,6,4,10358.644047,17783.425692,2733.256451,2
"1095",2,3,40,0,4,4,4331.79,24014.18,1500.92,3
"1096",2,3,28,0,4,3,4328.09,17795.27,476.61,2
"1097",1,3,26,0,4,3,2969.651068,17481.352482,2553.253018,2
"1098",2,3,20,0,7,4,4941.40477,24515.187187,2091.567693,2
"1099",1,2,50,1,6,4,3661.697569,22319.637966,1009.4871,1
"1100",1,2,30,3,1,1,2248.96,20332.04,1651.66,3
"1101",1,3,20,0,6,4,7464.126787,27001.609511,3210.419018,2
"1102",1,3,28,0,1,4,11034.730694,48303.584564,2676.658535,2
"1103",1,1,73,2,9,1,5358.66,10731.84,1063.16,3
"1104",1,2,41,2,7,4,5714.299358,35548.667328,1362.849884,1
"1105",1,2,45,2,3,3,1369.85,17973.6,1442.15,3
"1106",1,2,54,2,5,3,1391.94,18549.12,1724.06,3
"1107",2,2,51,0,7,4,3085.8,35105.37,891.45,3
"1108",1,2,48,2,7,3,2553.335368,12448.264717,636.733313,1
"1109",2,3,31,0,3,4,8266.15,12433.17,1768.08,3
"1110",1,4,82,1,9,4,3500,23900.27,1053.77,3
"1111",2,3,25,0,8,4,10693.862701,28845.046713,2201.535981,2
"1112",1,4,54,1,2,4,3337.16,28301.52,1257.7,3
"1113",2,1,35,1,3,3,1767,14617.1,2123.25,3
"1114",2,3,27,0,7,4,4617.687166,25480.051234,1870.09188,2
"1115",1,2,43,0,3,4,6140.75,36572.83,2015.91,3
"1116",1,3,27,1,1,4,8701.477858,45380.285232,3472.849555,2
"1117",2,2,36,1,2,3,1591,10211.59,916.71,3
"1118",1,3,23,0,2,3,3794.330051,17253.93232,610.418949,2
"1119",2,3,28,0,5,4,8102.296278,13339.788552,1665.693543,2
"1120",1,2,27,1,5,4,8056.264675,25817.217993,1855.747583,1
"1121",2,3,23,0,7,4,4552.769055,25744.636726,1858.86621,2
"1122",1,3,25,0,3,3,2569.11,18864.38,724.63,3
"1123",1,3,22,0,4,3,1405.43,5966.49,401,3
"1124",1,2,39,1,7,3,2659.606971,11478.662834,235.595339,1
"1125",1,1,45,0,5,3,1463.39,16051.12,1213.22,3
"1126",2,3,22,0,7,4,4954.295614,23618.570998,1689.9396,2
"1127",1,4,74,1,9,3,1445.29,11096.25,820.81,3
"1128",1,2,23,2,6,2,19715.69,60259.76,5624.25,3
"1129",1,4,70,2,9,1,5797.28,33672.38,519.92,3
"1130",1,2,64,2,7,4,3523.290142,34530.38069,766.507016,1
"1131",2,2,36,1,7,3,2883.283609,10363.934463,946.643716,1
"1132",1,2,47,1,6,4,4627.372184,19937.772798,2029.426519,1
"1133",1,2,40,1,7,4,5543.576325,35306.233721,1260.801822,1
"1134",1,3,26,0,2,3,3691.939893,15854.311499,313.553628,2
"1135",1,2,31,0,3,1,6800.7,44445.76,4463.2,3
"1136",2,3,29,1,8,4,10971.480844,33553.029934,1902.728933,2
"1137",2,3,21,0,3,3,2014.88,8745.38,1850.98,3
"1138",2,3,22,0,4,3,4951.418532,20514.06443,776.197584,2
"1139",1,2,47,2,6,4,2739.313618,28188.378318,1429.476264,1
"1140",2,3,27,0,5,4,8560.027062,11690.596731,1916.166519,2
"1141",1,2,63,2,6,1,9463.68,17361.7,3999.6,3
"1142",2,3,28,0,4,3,2082.23,17948.54,982.88,3
"1143",2,2,44,2,7,3,1926.66,14675,1185.01,3
"1144",2,3,25,0,8,4,10732.846202,29347.11879,2404.537586,2
"1145",2,3,28,0,5,4,8228.228809,13300.37577,1682.142827,2
"1146",1,2,38,1,7,3,3019.315685,19630.580476,1213.340985,1
"1147",2,2,35,0,7,3,2495.95,10314.84,941.49,1
"1148",1,2,29,0,7,4,6966.33,21990.4,2153.95,3
"1149",1,2,40,1,7,4,4325.081789,34579.486924,1190.194688,1
"1150",2,3,30,1,8,4,10437.44454,32537.705612,1820.441572,2
"1151",1,2,40,1,7,3,2709.957171,11438.922916,853.691461,1
"1152",1,2,55,1,5,3,1583.69,16304.24,659.55,3
"1153",1,2,23,1,7,1,6014.61,25244.07,2162.57,3
"1154",1,2,39,1,8,4,7230.79,38445.33,2721.86,3
"1155",2,2,61,3,5,4,4670.3,22049.58,2548.68,1
"1156",2,2,56,0,5,3,2594.06,19719.45,1660.6,3
"1157",1,3,24,0,6,4,9882.996642,16265.23715,2394.972615,2
"1158",2,2,27,1,2,4,3913,22076.67,1668.99,3
"1159",1,2,46,2,3,3,763.42261,16109.320759,508.690109,1
"1160",1,3,21,0,5,3,2887.868189,10116.417868,750.739133,2
"1161",1,3,26,0,7,4,8960.817315,26106.152099,2567.778305,2
"1162",1,3,25,0,2,3,3907.748373,17501.203913,1322.236341,2
"1163",2,3,46,0,5,3,1743.26,14885.43,1206.65,3
"1164",1,2,26,0,3,1,4282.88,19819.25,1930.6,3
"1165",1,1,48,0,1,1,5358.66,10731.84,1063.16,3
"1166",1,3,22,0,8,4,7535.009368,26022.956778,2318.286985,2
"1167",1,2,36,2,7,3,3389.479938,19916.875007,723.368734,1
"1168",1,1,65,2,7,3,1791.56,11295.41,799.94,3
"1169",1,2,40,2,6,4,2721.66,28354.99,1185.04,1
"1170",1,3,22,0,6,4,6796.640659,26519.85841,2620.152265,2
"1171",1,2,31,1,1,1,10083.542971,45180.468666,2622.109834,1
"1172",1,3,30,0,6,3,1120.04,24809.72,1848.08,3
"1173",1,3,27,0,8,4,7889.363878,27631.557328,2627.670192,2
"1174",2,2,28,1,4,1,10168.13,46470.32,2624.87,1
"1175",2,3,26,0,7,4,4566.503063,24982.220098,2425.335317,2
"1176",1,2,45,2,6,4,2740.679774,28358.966676,1373.658902,1
"1177",2,2,65,0,1,3,2234.203047,15858.593804,1274.309651,1
"1178",1,2,35,1,7,3,3356.19,8739.98,294.13,3
"1179",1,3,27,0,1,4,10690.249858,35469.146027,1702.582327,2
"1180",1,2,39,1,7,3,2417.48,11452.9,271.75,1
"1181",1,2,48,1,5,4,4774.226845,10255.509145,2118.524829,1
"1182",1,1,28,2,4,1,2536.2,25039.67,3442.84,3
"1183",1,3,22,1,4,4,6786.583245,21940.197185,2871.691167,2
"1184",2,2,40,2,2,4,3455.08,19904.04,544.94,3
"1185",1,3,27,0,2,3,3577.165116,17737.090513,2867.549248,2
"1186",1,2,49,0,1,3,8891.85,42118.33,2018.23,1
"1187",2,3,25,2,4,3,5852.149209,20332.89922,972.342951,2
"1188",2,2,35,2,4,4,5288.905387,22775.333753,2140.63692,1
"1189",1,2,40,3,3,3,3089.44,18566.5,1412.62,1
"1190",1,2,41,2,3,3,709.164423,15440.751166,899.569393,1
"1191",1,3,27,0,6,4,7914.139046,26295.486814,2610.505001,2
"1192",1,3,23,0,2,3,3745.822225,17478.001154,3132.463329,2
"1193",2,2,51,2,9,3,1479.55039,7913.882401,1504.252724,1
"1194",1,2,48,3,7,3,1420.32429,12035.286139,828.2692,1
"1195",1,2,66,0,9,4,2350.12,15075,1687.73,3
"1196",1,2,39,0,1,1,8951.307618,14220.48308,1802.699908,1
"1197",2,3,22,2,4,3,5260.456042,20043.341404,876.619526,2
"1198",2,2,42,1,5,4,4561.4,15692.33,1999.36,3
"1199",2,2,59,1,8,1,5827.99,51649.47,5181,3
"1200",1,3,36,0,3,4,6222.71,16219.16,2331.09,3
"1201",1,2,39,0,7,4,5024.36,25499.6,1074.15,3
"1202",2,1,27,3,7,1,8361.6,45263.75,3473.89,2
"1203",1,2,35,1,1,3,8912.550533,16758.152859,2050.871695,1
"1204",2,2,29,3,8,1,9782.878133,50567.384446,3654.99271,1
"1205",1,2,45,2,6,4,2737.216258,28288.737065,1311.793349,1
"1206",1,3,24,0,5,3,3549.989312,10459.127619,776.979995,2
"1207",1,3,24,0,2,3,2553.82755,16798.577661,514.668727,2
"1208",1,4,78,1,9,3,1301.5,15776.72,1100.96,3
"1209",1,3,27,0,2,3,4313.300119,17764.04169,511.884164,2
"1210",2,3,23,0,6,4,5429.859313,28298.168826,2083.296645,2
"1211",1,3,27,1,1,4,11510.444126,50436.272895,3424.914822,2
"1212",1,3,28,2,6,3,6493.901951,19686.44047,1571.218941,2
"1213",1,3,34,0,1,1,7167.15,15068.04,1748.94,3
"1214",1,3,20,0,5,3,2094.617003,10031.5305,1006.304872,2
"1215",2,3,23,0,8,4,11228.865141,29596.01405,2143.080268,2
"1216",1,2,42,2,6,4,3322.686794,28355.310478,1267.266756,1
"1217",2,1,45,0,5,4,7247.5,22575.66,828.11,3
"1218",1,2,22,1,4,3,2479.72,11729.49,802,3
"1219",1,3,28,2,1,4,10893.812338,48985.09181,2935.038742,2
"1220",2,3,30,1,8,4,10087.177361,32712.487482,1903.73402,2
"1221",1,2,36,2,2,3,2223.88,13187.61,836.24,3
"1222",2,3,27,0,5,4,8530.115268,11645.767787,2027.735799,2
"1223",2,1,47,0,7,3,3463.28,20150.46,248.52,3
"1224",1,2,38,2,7,3,2592.671458,18798.445809,1282.962005,1
"1225",2,1,31,1,2,3,1989.72,11991.44,303.69,3
"1226",1,3,24,0,6,4,6662.474241,26284.753505,2669.245613,2
"1227",1,2,49,2,6,4,7440.09,30042.31,2085.96,1
"1228",2,1,40,3,3,1,5361.2,41902.21,3893.53,3
"1229",2,3,21,2,4,4,6045.387829,21245.3857,1068.014345,2
"1230",1,2,36,1,3,2,11144.99,33709.7,7672.02,1
"1231",2,3,24,0,8,4,11119.418872,29340.521209,2169.298839,2
"1232",1,3,28,3,1,4,11215.44969,52133.755006,3349.322306,2
"1233",1,3,20,0,5,3,1834.822035,9988.866352,1005.190781,2
"1234",2,2,59,0,7,3,2249.722418,8181.176956,1135.177054,1
"1235",1,3,29,0,5,3,1839.69,8402.53,1383.09,3
"1236",1,2,40,3,3,3,1326.570921,15734.415191,1206.355733,1
"1237",1,2,54,3,7,3,1378.123846,12061.545741,981.372843,1
"1238",2,2,56,2,3,3,2821.57,16220.6,1058.39,3
"1239",1,3,25,0,6,4,6774.904481,27006.970016,2609.564875,2
"1240",1,2,50,2,8,1,12275.08,28592.25,4309.14,3
"1241",1,3,22,0,5,3,3149.820282,10146.827102,768.868738,2
"1242",1,3,27,0,8,4,7889.176041,27625.69644,2672.094247,2
