index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
3016,1,2,23.14,1,3,1,14121.98,46152.95,4610.7,
3017,2,4,45.26,2,2,1,6000.1,32186.61,1988.44,
3018,2,2,38,2,2,3,1927.81,12341.25,474.68,
3019,2,2,38.24,1,8,1,10541.32,34342.97,3178.71,
3020,2,1,26.42,0,3,4,6022.14,23818.45,1236.9,
3021,2,3,42.58,2,7,1,6455.39,16351.19,1795.72,
3022,2,3,45.55,1,4,4,5001.01,18308.2,1034.56,
3023,1,4,40.71,2,6,3,2198.43,21345.17,1684.07,
3024,2,2,26.12,3,8,4,7587.65,34620.2,2768.99,
3025,1,1,28,0,1,3,7587.65,34620.2,2768.99,
3026,1,1,19.87,0,6,4,6109.41,30874.21,1915.38,
3027,1,2,39.77,1,7,1,10056.41,25650.24,2800.73,
3028,2,2,43.04,2,7,4,7026.53,18793.17,1590.1,
3029,1,2,41.58,3,5,4,7816,31363.54,3237.41,
3030,2,1,19.1,0,1,4,7816,31363.54,3237.41,
3031,1,2,21.53,1,4,4,2495.91,19678.32,1914.03,
3032,2,3,89.58,3,9,3,1369.66,15590.57,457.79,
3033,1,4,71.32,0,9,4,3824.22,15794.31,643.1,
3034,1,1,28.41,0,6,4,7908.91,19077.52,2500.47,
3035,1,4,57.41,3,8,2,14097.64,36807.15,3485.4,
3036,2,1,30.12,0,4,4,3298.39,22316.07,1951.09,
3037,1,1,26.64,0,2,4,6026.88,30327.9,999.99,
3038,2,2,34.39,1,8,3,2592.05,19997.06,1809.98,
3039,1,2,33.94,2,6,4,6983.69,30828.24,1932,
3040,1,1,34.66,0,2,4,2153.14,5827.05,612.46,
3041,1,2,42.07,0,3,3,3291.29,7476.75,1471.06,
3042,1,1,18.57,0,4,4,4988.51,8184.41,2319.54,
3043,2,1,25.1,0,1,3,4988.51,8184.41,2319.54,
3044,1,1,27.53,0,1,4,4988.51,8184.41,2319.54,
3045,1,2,39.85,1,7,4,2802.35,23062.5,1066.32,
3046,1,2,38.44,1,3,2,10993.96,49980.02,4989.38,
3047,1,1,37.82,0,2,1,6217.53,15057.06,2458.2,
3048,1,2,39.38,0,7,1,8002.43,7103.92,3527.28,
3049,1,1,23.11,0,4,2,4514.67,39165.89,2967.05,
3050,2,1,26.72,0,4,4,4257.93,17127.21,1522.72,
3051,1,1,28.09,0,2,3,2002.08,11994.77,1091.52,
3052,1,2,51.57,1,3,1,10571.91,32363.95,3532.3,
3053,2,2,66.6,2,9,3,1482.38,5450.84,853.58,
3054,1,1,34.69,0,1,2,1482.38,5450.84,853.58,
3055,1,4,70.1,2,9,2,5589.46,29985.32,1347.66,
3056,1,2,40,1,7,3,3430.87,12355.67,787.81,
3057,1,1,23.08,0,3,4,7185.15,24141.07,2024.35,
3058,2,4,40.49,2,4,3,4072.16,13718.84,1099.3,
3059,2,4,58.24,2,1,4,4072.16,13718.84,1099.3,
3060,1,2,44.24,2,4,1,4265.34,12010.12,2609.03,
3061,1,1,28.56,0,4,3,3090.52,11676.57,446.8,
3062,1,2,33.91,2,2,1,6501.68,39338.04,1427.04,
3063,2,1,27.13,0,7,3,3637.12,9411.57,499.75,
3064,1,2,46.09,1,4,1,6133.63,13400.21,2333.46,
3065,2,1,28.18,0,1,4,6133.63,13400.21,2333.46,
3066,1,1,38.57,0,1,4,6133.63,13400.21,2333.46,
3067,2,4,50.38,2,3,1,9787.32,26134.23,1998.84,
3068,1,1,28.94,0,3,1,8873.24,28933.14,2742.77,
3069,2,1,23.43,0,4,4,3261.68,5692.88,1387.06,
3070,2,3,40.3,0,3,2,12204.85,34284.45,6722.29,
3071,1,1,39.48,0,6,4,3499.78,25755.09,1574.72,
3072,2,2,35.12,2,7,3,1323.83,17054.42,940.42,
3073,1,1,30.54,0,7,3,3669.12,6926.68,1323.88,
3074,2,1,28.8,0,6,3,2107.61,20586.91,1670.84,
3075,2,2,50.84,1,7,1,11706.11,7841.03,2509.07,
3076,1,2,40.01,3,7,3,3158.46,12163.79,227.6,
3077,1,2,40.01,2,7,3,3914.54,15039.97,220.87,
3078,2,2,49.2,2,4,3,2974.79,11730.42,899.37,
3079,2,2,39.79,2,2,1,3850.32,19128.27,2956.02,
3080,2,1,39.8,0,4,2,4603.56,29973.61,4004.31,
3081,1,1,30.08,0,3,4,4880.34,24297.79,3113.08,
3082,2,1,25.09,0,3,3,1261.93,11523.67,2198.23,
3083,1,2,40,0,6,1,8192.71,39999.23,5747.33,
3084,2,1,24.28,0,2,2,5218.82,55185.81,2521.92,
3085,2,3,84.12,1,9,3,692.33,3542.3,667.19,
3086,1,4,45.08,0,3,4,6077.78,27040.64,2451.64,
3087,1,1,38.52,0,4,3,2075.1,7887.71,1194.6,
3088,2,1,27.98,0,5,4,5839,35541.47,948.92,
3089,2,1,18.17,0,3,2,10842.49,35884.89,4905.22,
3090,2,4,62.06,1,3,4,5938.61,26017.21,1677.16,
3091,2,1,24.74,0,5,3,2416.86,16485.31,1704.09,
3092,1,1,43.29,0,3,4,6767.44,24107.68,2819.24,
3093,1,3,42.86,0,7,3,2077.53,11729.29,1184.1,
3094,2,4,35.79,1,3,4,9416.58,22567.64,1518.85,
3095,1,2,25.43,0,5,3,555.25,21757.27,1214.61,
3096,2,4,43.94,2,4,4,7452.3,8284.2,1388.46,
3097,1,3,67.46,0,9,1,2429.83,17991.25,1149.34,
3098,2,1,27.45,0,5,4,2456.41,23404.98,1059.42,
3099,2,2,40,0,7,4,5479.3,2106.13,1558.8,
3100,1,2,29.49,1,3,3,1724.06,17633.15,1058.18,
3101,2,2,35.03,0,6,1,9580.19,50050.05,5758.28,
3102,2,4,44.99,3,1,1,9580.19,50050.05,5758.28,
3103,2,1,33.6,0,6,4,8619.05,15165.83,2961.67,
3104,1,1,45.61,0,6,4,8085.71,19490.78,1069.84,
3105,1,1,28.07,0,3,1,6796.25,30299.3,2946.27,
3106,2,2,40.64,2,2,4,3972.26,11362.68,1072.07,
3107,1,2,62.76,0,5,1,5177.74,16333.35,2976.49,
3108,2,2,60.11,0,6,4,9028.28,42798.99,3352.24,
3109,2,1,31.16,0,7,4,5091.16,28228.04,1819.51,
3110,1,2,43.23,2,7,3,4272.08,4298.22,767.03,
3111,2,2,40.02,0,8,3,3081.27,24924.56,1855.89,
3112,2,4,44.06,0,3,1,10270,14216.48,3368.11,
3113,1,1,19.33,0,8,3,3303.93,32621.04,1998.12,
3114,2,4,49.62,2,5,1,13644.96,30653.63,2238.97,
3115,1,3,46.91,0,4,4,5395.21,23948.15,2170.09,
3116,1,2,54.21,0,6,3,2668.68,27595.95,2024.6,
3117,1,1,21.45,0,1,3,2668.68,27595.95,2024.6,
3118,1,1,27.19,0,1,1,2668.68,27595.95,2024.6,
3119,1,4,38.67,0,4,3,3035.74,2210.27,1257.92,
3120,1,4,59.74,0,3,1,10509.97,25646.21,1087.24,
3121,1,3,81.01,0,9,1,4001.01,19041.29,1192.6,
3122,1,1,25.94,0,7,3,3929.37,7927.93,1069.61,
3123,2,2,65.22,2,9,1,5137.29,11790.67,1678.23,
3124,1,4,47.52,2,5,4,6750.55,24039.95,2966.23,
3125,1,1,37.98,0,4,4,6620.38,23541.79,2184.35,
3126,1,2,35.48,3,3,1,7234.01,22949.85,3906.14,
3127,2,2,40.03,2,8,3,2869.23,20000.6,2192.15,
3128,1,3,59.89,2,7,4,5012.08,20354.57,1583.59,
3129,2,2,28.44,1,5,4,9692.85,24417.25,3595.77,
3130,2,2,25.35,2,3,4,9598.42,28998.7,3382.92,
3131,1,1,36.45,0,6,3,2799.95,12073.64,1805.82,
3132,1,1,21.69,0,5,4,7204.37,21950.87,2326.22,
3133,1,4,65.95,1,9,4,3593.11,3371,987.78,
3134,1,4,45,1,6,1,9627.86,43917.44,5936.68,
3135,2,4,37.16,0,5,1,9305.9,35464.91,3320.64,
3136,2,2,33.36,3,1,4,9305.9,35464.91,3320.64,
3137,2,1,22.79,0,8,4,5604.65,47311.22,2492.98,
3138,2,4,44.96,2,3,3,2400.02,14943.01,1273.11,
3139,2,2,46.57,1,7,3,2831.86,14840.94,1130.79,
3140,2,2,47.76,2,1,4,2831.86,14840.94,1130.79,
3141,1,1,26.06,0,5,4,6033.75,27262.9,1511.88,
3142,1,2,23.31,2,8,3,2880.73,20074.72,2677.53,
3143,2,4,35.14,2,7,4,7056.43,19952.74,1188.2,
3144,2,2,45.6,1,5,1,6412.3,28489,2035.67,
3145,1,1,20.05,0,4,4,5437.25,15965.57,1547.13,
3146,1,2,55.63,1,3,4,3467.44,17284.07,2618.49,
3147,1,1,27.73,0,7,1,6887.98,28523.57,3847.55,
3148,2,3,41.99,3,6,4,10434.45,42015.61,3530.62,
3149,2,1,27.98,0,3,3,1224.56,25944.65,997.3,
3150,1,2,37.48,3,1,4,1224.56,25944.65,997.3,
3151,2,2,21.47,2,5,3,964.54,16062.66,906.82,
3152,1,2,69.93,3,9,4,2299.07,21020.7,1617.64,
3153,2,1,28,0,2,3,2856.08,5790.29,617.69,
3154,2,1,47.03,0,7,3,2543.81,2833.18,767.14,
3155,1,1,34.11,0,6,1,14756.3,40775.47,5925.74,
3156,2,1,30.35,0,6,1,14620.55,61217.4,4002.74,
3157,1,1,44.14,0,8,3,2125.16,24492.21,2300.19,
3158,1,4,31.15,1,4,3,2543.21,10534.69,1190.57,
3159,2,1,31.42,0,5,4,5471.59,20313.95,1934.05,
3160,1,4,62.97,2,4,4,5755.44,19260.78,960.15,
3161,1,2,39.85,1,3,4,6440.86,26899.94,2562.64,
3162,2,3,49.17,0,1,3,6440.86,26899.94,2562.64,
3163,1,4,66.97,2,9,4,3981.57,14993.13,1617.8,
3164,2,1,27.46,0,5,1,14119.61,29966.09,2352.28,
3165,2,1,20.96,0,3,4,7152.81,31129.36,2375.42,
3166,2,2,59.03,1,5,4,7211.81,25190.41,2488.96,
3167,2,1,36.62,0,5,1,11254.81,26904.95,1584.41,
3168,1,2,40.02,0,8,1,10365.77,44906.62,4469.14,
3169,1,1,28,0,6,4,6891.88,22427.25,2548.32,
3170,2,2,49.02,2,3,3,2000.76,24829.13,919.62,
3171,1,3,43.95,2,3,4,4328.1,37370.18,2465.36,
3172,1,1,28.07,0,1,3,4328.1,37370.18,2465.36,
3173,2,1,36.81,0,8,1,6415.91,58812.06,5295.41,
3174,1,3,70.16,1,9,4,4278.07,15014.61,277.9,
3175,2,1,34.07,0,1,3,4278.07,15014.61,277.9,
3176,1,4,59.29,2,2,4,3997.81,24977.51,910.33,
3177,2,4,40.27,1,7,4,5220.36,24861.44,1202.98,
3178,2,4,43.15,0,4,1,7997.39,43588.26,2269.77,
3179,1,2,47.76,1,4,3,2193.41,13038.06,577.24,
3180,2,4,32.51,4,3,4,6108.32,35962.09,2001.58,
3181,2,2,59.5,2,7,4,4918.41,9590.74,1265.18,
3182,2,2,21.77,1,1,4,4918.41,9590.74,1265.18,
3183,1,2,48.37,1,3,4,2801.14,30778.23,606.51,
3184,1,4,39.69,1,7,4,6223.95,35226.15,1476.47,
3185,1,2,34.35,0,4,3,1948.85,12238.84,800.25,
3186,2,1,43.42,0,2,4,2967.2,19923.63,862.93,
3187,2,1,20.71,0,2,1,5621.44,11594.87,1718.29,
3188,2,1,36.98,0,2,3,2340.94,2024.05,8.94,
3189,1,1,40.63,0,6,3,3881.91,20089.2,1927.03,
3190,2,4,35.61,0,8,4,2491.91,30210.8,2508.85,
3191,2,2,63.61,0,8,4,5893.97,22172.28,1192.07,
3192,2,4,33.93,2,5,3,2244.84,9424.83,1343.36,
3193,1,4,43.5,0,2,1,4899.87,5654.37,2668.56,
3194,2,4,56.82,3,2,2,3131.31,14464.93,652.41,
3195,2,4,61.47,4,3,4,9595,19773.93,1978.51,
3196,1,2,37.74,1,3,3,2226.79,12739.54,1201.08,
3197,2,2,35.94,1,4,3,3622.6,9437.99,598.43,
3198,2,2,41.57,4,7,3,2516.87,9934.86,800.5,
3199,2,1,32.93,0,5,1,3878.74,15449.96,4531.58,
3200,2,3,53.38,1,4,3,1958.88,14343.82,784.91,
3201,2,2,37.05,0,4,4,3961.45,19986.27,1979.78,
3202,1,4,71.16,1,9,3,1409.67,13228.97,609.58,
3203,1,4,49.03,0,5,4,2932.51,29888.99,2527.12,
3204,2,2,31.19,1,6,4,10690.36,16533.99,1562.48,
3205,1,1,26.57,0,2,2,9135.73,29647.39,4777.72,
3206,2,2,38.38,3,2,4,6159.58,20864.6,1111.23,
3207,2,3,59.91,2,8,2,15222.88,63370.67,7693.32,
3208,1,2,61.77,1,7,3,2499.41,16723.95,791.83,
3209,1,2,41.19,2,3,3,2264.85,24973.97,2104.63,
3210,1,2,37.8,0,2,4,4057.1,34532.84,1205.43,
3211,1,3,60.01,1,4,3,965.76,13213.84,797.78,
3212,2,4,40.59,0,4,3,1678.62,9861.76,1270.49,
3213,2,2,32.82,1,5,2,14417.33,33815.58,5330.74,
3214,2,4,47.77,0,8,3,3160.23,22060.89,1545.16,
3215,2,2,31.27,3,7,4,3846.51,6896.14,1322.1,
3216,1,1,27.6,0,4,3,3449.8,11605.89,765.99,
3217,2,1,46.82,0,5,1,4390.15,41148.66,2763.76,
3218,1,1,35.29,0,3,4,6029.75,22648,977.35,
3219,2,4,60.73,2,3,4,7383.97,15992.16,1942.08,
3220,1,3,63.74,0,2,3,3457.22,12458.01,1136.36,
3221,1,3,67.13,2,9,3,1352.28,5678.39,816.3,
3222,2,1,26.51,0,5,3,1963.23,22697.83,1421.23,
3223,2,1,28.39,0,8,4,7047.45,33832.11,2946.25,
3224,1,3,63.56,1,2,4,3276.87,2459.44,1741.92,
3225,2,2,39.92,0,1,4,3276.87,2459.44,1741.92,
3226,2,3,68.97,1,9,4,4715.47,18413.82,580.94,
3227,1,2,32.18,0,5,4,6459.59,24561.79,953.73,
3228,2,2,22.22,0,6,1,4996.8,39744.54,3249.83,
3229,2,4,40.72,0,1,1,4996.8,39744.54,3249.83,
3230,2,2,39.7,0,5,3,2225.13,21350.33,1324,
3231,1,1,27.97,0,4,4,5715.35,27734.66,2199.65,
3232,1,3,85.16,1,9,3,1230.74,16860.5,702.82,
3233,1,4,50.34,1,5,3,2131.59,15536.83,1460.8,
3234,1,2,20.72,2,3,4,2229.23,23339.08,1076.88,
3235,1,2,40.01,0,3,2,9915.94,8530.51,5611.94,
3236,1,4,50.36,0,8,4,4446.51,46022.67,2284.87,
3237,2,1,18.97,0,1,3,4446.51,46022.67,2284.87,
3238,1,2,40.01,0,4,4,6297.69,25589.49,1331.49,
3239,2,2,41.49,0,3,3,2275.07,15510.89,430.7,
3240,1,1,28.87,0,6,4,11504.91,31682.71,2278.78,
3241,2,2,49.53,0,1,3,11504.91,31682.71,2278.78,
3242,2,1,26.18,0,4,4,4854.01,20856.83,963.28,
3243,2,4,27.72,2,7,1,8164.99,37036.28,3839.36,
3244,2,4,58.22,3,4,3,3094.68,13575.74,823.09,
3245,1,1,31.33,0,5,1,4196.04,35645.19,2599.83,
3246,1,3,50.88,1,5,4,3845.97,21190.78,1761.93,
3247,1,3,54.64,0,4,3,2518.44,21573.03,760.48,
3248,1,2,36.68,4,1,3,2518.44,21573.03,760.48,
3249,1,4,44.26,2,3,3,739.58,16425.74,1977.79,
3250,2,2,28.08,0,6,2,4472.79,70173.65,5101.53,
3251,1,3,54.86,1,4,3,4043.43,10421.85,1072.37,
3252,1,2,46.23,3,7,2,4658.5,21990.12,4003.55,
3253,2,3,60.19,1,7,3,942.18,12016.15,697.72,
3254,1,1,31.38,0,2,3,2917.12,10875.57,392.29,
3255,2,2,45.92,1,4,1,11094.94,9592.69,3604.44,
3256,2,1,27.7,0,2,4,3151.22,22218.8,1032.93,
3257,2,1,39.43,0,6,1,4206.56,59617.61,4230.45,
3258,2,4,44.29,1,5,3,1658.29,25684.57,1216.21,
3259,2,4,30.99,0,5,4,5818.59,19976.24,892.01,
3260,2,1,24.01,0,7,4,7262.42,23610.44,1830.36,
3261,2,2,39.86,0,7,4,3943.33,32097.5,637.56,
3262,2,2,50.8,3,4,3,4335.56,11999.45,793.37,
3263,2,1,30.34,0,5,4,8125.09,24769.45,516.8,
3264,2,1,41.87,0,7,4,7764.91,16892.42,884.35,
3265,2,1,25.41,0,2,1,5842.06,38938.7,2201.01,
3266,2,4,51.36,0,6,3,1447.94,8885.56,2284.78,
3267,1,1,23.86,0,6,4,4932,31044.48,2907.55,
3268,2,3,59.63,1,6,4,8273.51,39947.86,3561.96,
3269,2,1,41.19,0,5,4,9963.72,37488.6,1998.33,
3270,1,3,41.09,2,8,4,11381.24,26412.83,2389.31,
3271,2,4,40.28,0,5,4,5957.26,11877.87,3334.44,
3272,2,1,21.89,0,5,1,9034.71,35757.55,3029.71,
3273,2,2,40.01,0,4,3,3203.73,16144.71,272.56,
3274,2,3,56.69,1,4,3,3579.38,21647.58,629.14,
3275,2,2,39.97,1,4,4,5063.12,5291.93,1505.18,
3276,2,1,38.1,0,4,1,9737.97,18216.9,2491.16,
3277,2,3,87.95,2,9,3,1497.18,11583.3,744.57,
3278,1,2,67.94,2,9,1,4035.98,23098.13,1424.49,
3279,1,2,35.3,1,7,3,4150.93,12034.13,958.39,
3280,2,1,29.1,0,3,1,8723.15,16733.66,4858.16,
3281,2,2,38.94,4,5,3,2783.93,16931.62,2010.78,
3282,2,2,55.16,3,7,4,2234.88,34782.83,2113.26,
3283,2,4,48.58,3,5,4,5996.62,23519.4,2028.64,
3284,2,4,35.18,2,8,3,2873.3,20542.97,2034.23,
3285,1,2,39.62,0,3,3,2417.8,16027.27,743.16,
3286,2,2,34.33,1,5,4,5929.66,37542.04,1191.69,
3287,1,4,55.08,2,2,4,4024.63,8703.27,656.72,
3288,2,2,39.78,0,6,4,7450.9,30019.16,2571.58,
3289,2,2,51.12,1,5,4,7743.31,10330.48,724.74,
3290,1,1,22.41,0,3,3,835.14,15942.19,1066.98,
3291,2,1,19.04,0,5,1,11751.98,33191,2940.55,
3292,1,2,66.62,0,9,3,2445.55,5343.17,868.61,
3293,2,2,63.84,4,4,3,3926.97,18058.45,803.81,
3294,2,4,51.24,2,7,1,4325.97,46510.59,2823.51,
3295,2,4,37.3,2,4,3,2535.54,10521.51,867.46,
3296,2,4,34.51,2,6,4,6944.46,13851.16,2255.92,
3297,2,1,27.84,0,5,4,5753.08,24140.44,3328.01,
3298,1,2,63.99,2,5,4,5273.06,22759.7,1868.24,
3299,2,1,30.12,0,5,3,1531.72,17810.82,1055.62,
3300,2,2,40.16,1,1,3,1531.72,17810.82,1055.62,
3301,1,3,60.54,0,6,4,8283.77,43084.6,1469.55,
3302,2,2,57.78,1,4,4,5443.03,30333.92,1505.8,
3303,1,2,47.88,3,3,2,10899.61,34829.75,2520.81,
3304,2,3,40.59,2,4,4,6593.37,1187.65,933.55,
3305,1,4,52.43,2,3,1,5550.41,40627.64,3662.98,
3306,1,4,64.9,0,5,3,2455.84,15778.07,1349.56,
3307,2,4,45.18,0,1,4,2455.84,15778.07,1349.56,
3308,1,2,24.47,2,5,4,5979.78,20251.57,1967.58,
3309,1,2,27.95,3,6,4,4321.95,29995.21,2197.22,
3310,1,4,44.01,0,2,1,6255.76,30630.46,2600.86,
3311,2,1,19.65,0,4,4,2158.08,2901.52,1498.87,
3312,2,2,40.89,2,3,4,5524.82,28929.78,2000.34,
3313,1,1,30.36,0,5,4,5998.18,28298.32,2305.6,
3314,1,4,42.57,2,4,4,4920.24,17123.69,1832.26,
3315,2,4,68.7,2,9,1,5897.98,5888.48,1200.04,
3316,2,2,51.72,1,5,3,3402.87,10600.84,1189.34,
3317,2,1,21.99,0,1,2,3402.87,10600.84,1189.34,
3318,1,2,36.2,1,3,4,2321.66,29554.2,1913.46,
3319,2,2,46.88,0,5,1,3670.7,24879.69,3873.01,
3320,1,4,53.36,2,4,3,1461.28,12000.95,629.26,
3321,2,2,21.22,3,2,3,2267.59,17734.14,312.45,
3322,1,2,25.78,2,4,4,6407.14,17167.2,1811.22,
3323,2,4,32.51,1,6,1,10877.84,44642.34,4038.38,
3324,2,2,24.93,0,7,4,5004.26,25521.02,1745.74,
3325,1,1,28.12,0,5,1,4579.48,29982.37,1082.04,
3326,2,1,39.23,0,1,4,4579.48,29982.37,1082.04,
3327,1,1,27.79,0,8,4,7480.7,17618.81,2330.87,
3328,1,2,62.34,1,7,1,13472.16,16539.65,3752.03,
3329,2,1,36.97,0,8,4,7110.33,30000.19,3327.83,
3330,1,1,24.87,0,3,2,12151.92,20392.75,5003.86,
3331,2,1,25.19,0,8,2,17535.84,66717.9,3256.15,
3332,2,2,57.86,2,3,3,1761.22,25007,442.48,
3333,2,2,39.77,1,7,4,4674.32,15584.4,1783.6,
3334,2,1,41.75,0,6,3,881.67,28807.55,2460.19,
3335,2,2,64.9,0,5,4,3469.46,18735.86,2314.95,
3336,2,3,65.87,1,9,3,1409.17,9966.79,794.96,
3337,2,1,23.45,0,2,4,5068.83,28430.17,777.22,
3338,1,1,24.08,0,3,3,1992.13,16330.31,1390.18,
3339,2,1,26.76,0,7,2,8655.32,28706.6,5948.3,
3340,2,4,31.55,1,4,4,6723.23,22281.1,2012.33,
3341,2,4,44.98,0,5,4,4833.35,25054.9,1995.7,
3342,2,2,40.77,1,2,4,4004.21,23519.44,1524.02,
3343,2,2,65.16,2,9,3,1499.98,17990.65,468.7,
3344,2,4,43.73,2,3,3,2117.08,17152.57,876,
3345,2,3,65.23,2,9,4,3454.44,9734.5,839.06,
3346,1,1,26.89,0,6,2,9634.85,58058.66,7533.45,
3347,2,1,18.73,0,7,4,4192.98,10492.98,1713.54,
3348,2,2,29.18,2,6,2,15014.53,40733.15,6817.75,
3349,2,1,28,0,1,3,15014.53,40733.15,6817.75,
3350,1,4,26.51,0,4,4,7642.61,19043.71,585.16,
3351,1,1,27.4,0,7,4,4996.25,24873.73,1493.13,
3352,2,2,61.11,2,3,3,1468.7,20040.4,1992.51,
3353,2,1,20.04,0,8,3,2282.28,13092.69,1794.43,
3354,2,1,21.58,0,6,2,10527.1,66347.12,6285.3,
3355,1,2,65.31,0,9,4,4925.33,4802.31,422.69,
3356,2,2,38.8,2,4,1,3074.15,27951.3,1288.22,
3357,1,1,27.88,0,7,4,3260.81,844.66,1071.83,
3358,2,2,32.1,1,1,4,3260.81,844.66,1071.83,
3359,2,1,27.66,0,6,4,11788.58,29633.68,2071.7,
3360,1,2,32.23,3,4,2,4646.04,24948.49,2176.51,
3361,2,2,27.8,0,3,3,541.46,15948.47,1573.99,
3362,2,1,26.16,0,7,3,582.09,12990.8,969.97,
3363,2,1,32.11,0,4,2,10041.03,40249.18,4000.73,
3364,1,2,39.93,1,4,4,5984.46,88,2372.01,
3365,2,1,27.97,0,3,3,1776.01,13367.05,1152.73,
3366,1,1,27.73,0,2,4,3854.38,20001.2,293.54,
3367,2,1,30.3,0,3,4,2882.11,24194.18,2022.45,
3368,1,1,28.33,0,5,3,793.04,18542.06,935.6,
3369,2,1,29.25,0,3,3,2053.17,20077.27,1152.95,
3370,1,1,33.92,0,4,2,7581.48,40572.68,1037.15,
3371,1,2,65.06,1,9,1,3622.7,34210.29,1493.98,
3372,2,2,40.01,2,5,3,631.73,19436.01,494.9,
3373,2,4,72.77,2,9,2,5044.73,26442.95,2076.07,
3374,2,2,39.65,1,7,4,5747.45,18846.94,1543.22,
3375,1,1,33.47,0,4,3,2752.52,11692.73,693.86,
3376,2,2,34.37,3,6,4,6961.62,30343.04,2488.26,
3377,2,1,27.93,0,5,4,4135.18,35627.51,2589.38,
3378,1,3,79.23,2,9,3,1261.27,9997.27,825.84,
3379,2,1,21.68,0,8,4,11417.49,30237.18,2474.62,
3380,2,2,67.61,0,9,3,1442.64,13440.09,1189.82,
3381,2,2,60.32,1,3,3,2444.18,15756.16,1201.17,
3382,1,1,29.3,0,1,1,2444.18,15756.16,1201.17,
3383,2,4,66.11,2,9,1,4357.05,35002.44,934.88,
3384,1,2,69.67,3,9,3,384.56,9960.7,427.13,
3385,1,1,18.47,0,3,4,5849.51,23878.28,1434.82,
3386,1,1,43.47,0,5,1,7456.91,24375.5,4899.36,
3387,2,2,33.3,1,4,4,7593.19,25757.21,637.25,
3388,1,2,25.72,2,4,2,9871.8,29954.53,6468.72,
3389,1,4,32.94,0,1,3,9871.8,29954.53,6468.72,
3390,2,4,31.78,2,8,4,5826.23,29223.51,2332.2,
3391,1,2,65.46,1,9,4,3171.9,3346.66,1144.09,
3392,2,1,42.41,0,7,4,4998.55,20022.02,1001.69,
3393,1,4,61.71,1,5,3,985.87,13251.23,287.61,
3394,1,4,41.85,2,8,3,3400.71,16217.69,2424.09,
3395,1,1,20.92,0,2,1,6296.51,34412.84,1024.34,
3396,1,1,27.01,0,6,4,8217.82,24322.22,1332.82,
3397,2,4,44.96,0,5,4,5978.67,20257.55,450.84,
3398,2,1,28.15,0,3,2,16715.28,32308.21,6451.08,
3399,1,2,56.12,2,3,4,6205.53,12274.42,1999.88,
3400,2,1,38.44,0,6,3,2821.2,6490.11,1242.63,
3401,1,1,28.06,0,4,4,5980.82,20530.58,2044.37,
3402,2,2,61.54,0,3,4,5115.56,36648.48,1671.67,
3403,2,1,19.11,0,2,4,3846.3,36560.11,1367.54,
3404,1,1,19.53,0,7,1,8023.9,8328.88,2256.41,
3405,1,2,65.19,2,9,3,501.17,10338.89,984.43,
3406,2,2,25.39,2,7,4,3960.11,33157.52,960.54,
3407,2,1,28,0,3,1,4363.55,41109.89,3703.29,
3408,1,1,24.61,0,4,2,12393.46,24247.29,3525.1,
3409,2,1,42.01,0,5,1,9185.2,31673.21,1422.36,
3410,2,2,26.31,1,7,4,4908.35,28837.06,1998.55,
3411,2,2,23.31,2,7,3,2458.29,4062.4,1214.63,
3412,2,3,80.29,2,9,4,3443.69,14973.56,1572.24,
3413,1,2,64.14,2,7,3,2263.01,13485.87,473.15,
3414,2,2,44.63,2,5,3,2001.17,15998.14,994.12,
3415,2,1,27.34,0,7,1,3061.1,27027.3,1664.32,
3416,2,3,54.55,1,6,4,8304.92,28653.27,2702.57,
3417,2,2,32.56,3,5,4,8847.73,24251.47,1073.86,
3418,2,3,59.96,2,5,4,6138.89,36372.5,1999.48,
3419,1,2,32.31,0,3,4,5633.68,11944.13,2748.19,
3420,1,1,26.39,0,6,3,3843.48,19672.57,2165.51,
3421,2,2,51.94,0,8,3,4513.82,12638.37,2069.76,
3422,1,4,55.98,0,3,1,5454.15,24392.32,1743.34,
3423,2,2,32.32,1,2,3,1898.78,19086.06,1005.22,
3424,2,3,59.96,1,6,4,7495.32,26758.18,1903.84,
3425,2,1,42.87,0,5,4,7006.18,26258.27,1928.89,
3426,2,4,51.87,0,3,3,1790.97,14129.82,1203.43,
3427,1,1,43.18,0,1,3,1790.97,14129.82,1203.43,
3428,2,4,37.05,1,2,1,8588.29,29290.14,1982.99,
3429,2,2,44.33,1,1,3,8588.29,29290.14,1982.99,
3430,2,2,37.09,1,3,4,5893.49,21244.75,1307.43,
3431,1,3,59.79,2,8,3,3390.64,22955.23,1788.34,
3432,1,2,41.27,1,8,3,2869.7,14337.99,1847.72,
3433,2,2,39.41,2,2,3,2266.66,5851.98,22.5,
3434,2,1,31.19,0,7,2,10000.07,29845.37,1117.95,
3435,2,3,83.71,3,9,3,1537.69,5475.73,700.68,
3436,1,1,19.22,0,8,4,2862.61,43079.22,2965.02,
3437,2,4,42.5,3,7,3,904.21,13797.93,1130.21,
3438,1,2,28.99,3,6,2,11722.51,35623.15,8755.28,
3439,2,1,46.37,0,1,4,11722.51,35623.15,8755.28,
3440,2,1,39.98,0,7,3,3746.53,14083.63,824.01,
3441,1,1,26.13,0,3,1,8962.1,36331.29,2976,
3442,1,2,41.65,1,2,2,8596.3,28982.44,2421.43,
3443,1,1,29.53,0,5,4,3684.4,10867.23,1643.25,
